% 1. Title: 2015 NCAA Basketball Season
%
% 2. Sources:
%      (a) Creator: Reed Wilson
%      (b) Date: March 9, 2015

@relation 2015

@attribute location                           { h, a, n }
@attribute points_for                         real
@attribute points_against                     real
@attribute field_goal_percent                 real
@attribute free_throw_percent                 real
@attribute three_point_percent                real
@attribute efficient_field_goal_percent       real
@attribute points_per_weighted_shot           real
@attribute turnover_rate                      real
@attribute blocks                             real
@attribute fouls                              real
@attribute offensive_rebounds                 real
@attribute total_rebounds                     real
@attribute steals                             real
@attribute assists                            real
@attribute possessions                        real
@attribute offensive_points_per_possession    real
@attribute defensive_points_per_possession    real
@attribute outcome                            { w, l }

@data
h,92,45,51.5,72.4,20.0,53.8,1.15,10.8,4,23,14,46,9,12,74,1.25,0.00,w
h,85,89,47.6,60.7,40.0,54.0,1.11,20.2,5,30,9,31,10,9,84,1.01,1.03,l
h,80,84,48.1,73.1,42.9,56.5,1.21,24.3,3,29,7,31,2,15,78,1.02,1.10,l
h,79,77,45.1,69.7,37.0,54.9,1.18,16.1,8,20,4,39,1,14,75,1.06,0.98,w
a,75,90,45.8,80.0,40.9,53.4,1.13,13.6,4,17,9,21,1,15,66,1.13,1.53,l
h,75,78,51.9,55.0,50.0,59.3,1.18,20.7,3,25,6,37,3,16,73,1.03,1.07,l
h,75,85,51.0,70.0,47.4,59.8,1.24,21.3,6,21,5,25,5,9,71,1.06,1.16,l
h,73,86,37.7,81.8,31.6,43.4,1.06,16.1,1,26,6,26,1,10,75,0.98,1.18,l
a,71,67,48.1,61.5,56.5,60.6,1.22,19.3,1,23,8,25,2,16,62,1.14,1.12,w
a,71,65,50.0,65.4,42.9,56.2,1.18,17.3,2,17,3,22,6,11,69,1.02,0.98,w
h,71,67,51.0,66.7,46.7,58.2,1.20,20.6,3,20,5,25,5,15,68,1.05,1.00,w
h,70,60,54.9,75.0,38.5,59.8,1.23,17.3,4,23,4,28,4,15,64,1.10,0.92,w
h,69,65,54.3,52.6,47.4,64.1,1.25,14.7,2,18,3,23,2,16,61,1.13,1.10,w
a,68,71,46.9,65.4,35.7,52.0,1.11,17.3,2,30,4,27,5,10,69,0.98,1.02,l
a,68,98,40.8,62.5,40.0,49.0,1.06,32.8,3,31,15,32,10,9,73,0.93,1.29,l
a,67,70,40.7,72.7,33.3,47.2,1.04,17.0,2,27,6,24,8,8,70,0.95,1.04,l
a,67,77,45.6,88.9,38.9,51.8,1.09,17.5,6,19,0,22,8,15,74,0.90,1.10,l
n,66,56,45.7,70.8,50.0,53.3,1.15,21.4,6,22,6,33,3,12,65,1.01,0.80,w
a,65,79,47.2,60.0,35.3,52.8,1.08,19.7,2,20,3,27,3,13,71,0.91,1.14,l
a,65,56,49.0,58.8,46.7,56.1,1.14,19.1,4,18,2,34,7,14,68,0.96,0.80,w
h,64,73,42.3,70.0,31.6,48.1,1.04,24.5,7,21,6,30,7,12,74,0.87,0.99,l
a,63,76,50.0,60.0,25.0,53.1,1.10,23.4,3,23,5,26,6,7,69,0.92,1.05,l
n,61,70,35.8,63.6,45.0,44.3,0.96,18.3,2,26,10,30,5,13,65,0.93,1.07,l
a,60,79,40.4,70.0,22.2,44.2,0.98,19.5,2,18,8,27,5,6,67,0.90,1.16,l
h,60,81,39.2,63.0,17.6,42.2,0.94,4.6,3,17,2,18,7,6,65,0.93,1.26,l
a,57,73,42.6,25.0,41.7,51.9,1.02,22.3,7,19,7,27,5,13,63,0.91,1.11,l
a,56,58,42.3,66.7,27.3,48.1,1.00,28.7,5,20,9,34,5,9,66,0.85,0.88,l
a,45,79,25.4,50.0,29.4,29.4,0.64,12.7,2,16,9,29,3,8,71,0.64,1.19,l
h,87,65,53.6,70.4,53.3,60.7,1.26,18.1,4,18,10,34,4,14,72,1.21,0.90,w
h,87,74,53.2,70.8,57.1,56.5,1.19,18.7,6,18,8,34,5,12,80,1.08,0.91,w
h,86,91,53.4,80.0,54.5,63.8,1.32,16.1,3,19,8,24,2,18,68,1.26,1.37,l
h,83,63,56.0,68.2,66.7,68.0,1.37,23.4,12,15,8,40,1,19,68,1.21,0.88,w
n,78,63,49.0,75.0,52.6,58.8,1.25,29.2,4,17,9,33,7,9,75,1.03,0.84,w
a,75,86,41.4,69.6,39.3,50.9,1.09,9.0,2,24,8,20,4,14,67,1.12,1.24,l
h,73,63,61.0,57.1,53.8,69.5,1.34,26.7,3,17,5,23,9,16,67,1.09,0.89,w
h,71,46,52.2,58.6,42.9,58.7,1.19,10.0,8,21,6,32,4,11,60,1.19,0.74,w
a,70,72,42.2,87.5,50.0,49.2,1.03,20.6,2,25,6,34,4,19,78,0.90,0.95,l
h,70,67,38.3,70.6,44.4,48.3,1.03,13.2,4,16,9,29,4,15,68,1.03,0.96,w
a,70,73,43.1,85.0,34.6,52.0,1.16,17.3,0,26,8,30,4,14,64,1.10,1.11,l
h,66,68,39.3,70.6,40.0,48.2,1.03,16.4,3,23,8,29,1,14,67,0.98,1.04,l
h,66,68,50.0,50.0,46.7,56.5,1.12,19.8,3,15,10,24,6,11,61,1.09,1.08,l
h,65,55,48.1,50.0,29.4,52.9,1.06,13.7,3,20,11,25,5,13,59,1.11,0.91,w
h,65,73,40.4,65.2,38.1,48.1,1.03,17.7,1,21,7,19,6,15,68,0.96,1.09,l
h,65,63,52.1,58.8,41.7,57.3,1.16,19.4,4,19,2,21,6,11,67,0.97,0.95,w
h,64,61,41.8,60.0,18.8,44.5,0.96,11.0,7,11,10,37,0,4,64,1.00,0.96,w
h,63,65,44.6,55.6,17.6,47.3,0.98,19.3,1,18,6,23,5,12,73,0.87,0.95,l
a,63,78,36.7,64.7,42.1,43.3,0.93,12.9,2,13,14,33,3,12,62,1.02,1.23,l
h,61,82,45.8,64.7,40.0,52.1,1.09,19.0,2,15,5,22,0,10,63,0.97,1.32,l
h,60,85,38.7,45.5,29.2,44.4,0.89,13.4,1,13,9,29,1,10,67,0.89,1.31,l
h,59,66,38.9,71.4,35.0,45.4,0.97,13.9,1,16,5,25,4,12,65,0.91,1.07,l
a,58,61,38.5,28.6,28.6,41.5,0.81,11.3,1,25,9,34,8,11,71,0.82,0.86,l
a,57,69,38.3,70.6,47.4,47.9,1.03,12.5,1,20,6,25,3,9,56,1.02,1.23,l
n,54,73,47.8,37.5,38.9,55.4,1.08,23.8,2,18,5,20,2,13,59,0.92,1.21,l
a,54,75,36.7,62.5,34.8,44.9,0.95,15.7,1,16,3,24,3,8,64,0.85,1.21,l
a,53,68,35.8,45.5,34.5,45.3,0.91,20.2,3,19,3,20,13,12,69,0.77,1.00,l
a,53,69,45.8,40.0,35.0,53.1,1.05,15.3,1,13,6,22,3,9,52,1.01,1.27,l
a,52,76,34.8,65.0,33.3,42.4,0.94,17.9,3,17,5,16,5,10,62,0.85,1.22,l
a,51,82,46.5,58.3,28.6,51.2,1.05,35.9,1,18,4,20,7,9,70,0.73,1.16,l
h,47,50,45.2,57.1,26.3,51.2,1.04,24.0,5,16,1,18,5,8,58,0.81,0.88,l
h,123,80,56.6,76.5,42.1,66.3,1.35,15.5,6,19,15,52,10,28,90,1.37,0.00,w
h,105,77,68.6,69.6,70.4,87.3,1.70,12.3,3,17,5,22,3,22,65,1.62,1.22,w
h,104,64,54.0,62.2,50.0,64.3,1.29,17.8,4,15,16,46,10,19,79,1.32,0.00,w
h,97,60,53.2,79.3,28.6,59.7,1.28,13.6,7,10,12,44,11,15,74,1.32,0.00,w
h,94,61,50.9,81.8,57.1,69.1,1.44,9.8,5,14,10,36,3,21,61,1.53,0.90,w
a,87,58,50.0,66.7,36.0,57.0,1.18,13.2,2,18,15,43,5,16,68,1.28,0.89,w
h,85,77,43.9,80.0,37.9,53.5,1.19,8.8,3,16,9,32,5,12,68,1.25,1.08,w
h,84,73,53.6,53.3,55.2,67.9,1.33,17.6,2,17,7,34,4,18,68,1.23,1.01,w
h,83,60,58.0,100.0,50.0,70.0,1.48,6.9,4,11,2,19,8,18,58,1.43,1.02,w
a,80,67,58.3,82.4,55.6,68.8,1.43,20.9,2,14,7,27,5,15,62,1.29,1.06,w
h,79,77,45.8,77.3,32.0,52.5,1.14,6.0,1,19,7,24,6,9,66,1.19,1.19,w
a,76,82,41.5,78.8,33.3,47.2,1.11,15.9,0,20,5,27,8,9,76,1.00,1.08,l
h,76,48,59.2,38.5,50.0,72.4,1.38,24.5,1,17,6,33,4,20,65,1.17,0.73,w
h,75,43,43.5,87.0,45.5,59.8,1.32,25.4,2,17,7,30,9,16,67,1.12,0.69,w
h,75,63,39.1,76.0,23.1,43.8,0.99,15.8,7,21,12,48,4,13,76,0.99,0.84,w
a,75,74,50.0,70.8,33.3,55.8,1.18,21.1,4,22,11,28,9,8,66,1.13,1.17,w
h,74,69,46.4,57.9,35.5,56.2,1.14,12.3,0,14,8,27,9,12,65,1.14,1.03,w
h,74,76,40.9,73.7,20.0,45.5,0.99,20.0,0,17,11,32,10,10,80,0.93,0.96,l
a,73,84,43.8,76.7,33.3,52.1,1.17,14.2,2,30,2,19,8,10,70,1.04,1.20,l
a,72,56,42.1,80.0,43.2,56.1,1.17,15.1,2,15,11,32,4,19,60,1.21,0.93,w
h,70,65,43.4,73.7,34.5,52.8,1.13,10.9,1,13,5,26,7,12,64,1.09,1.01,w
a,68,57,39.3,78.3,21.4,44.6,1.02,14.1,1,15,12,35,10,11,64,1.06,0.90,w
h,68,66,45.7,65.0,41.9,59.8,1.23,22.0,1,19,6,23,9,16,64,1.07,0.98,w
a,65,83,44.9,65.0,29.6,53.1,1.11,18.0,1,19,4,22,7,10,67,0.98,1.30,l
h,65,51,36.5,68.0,34.5,46.2,1.02,18.5,3,16,11,40,5,15,65,1.00,0.77,w
a,65,62,40.0,75.0,28.0,45.4,0.94,4.7,3,18,8,31,7,14,64,1.02,0.97,w
a,62,74,40.0,70.0,19.0,43.6,0.96,14.4,3,17,11,21,10,5,63,0.99,1.19,l
a,55,73,31.5,60.0,25.0,39.8,0.87,15.1,0,21,13,22,6,9,60,0.92,1.29,l
a,53,63,33.9,57.9,17.4,37.5,0.82,11.6,3,24,4,19,11,7,69,0.77,0.95,l
h,101,62,62.3,60.9,55.0,71.3,1.40,20.8,3,15,11,42,9,26,77,1.31,0.00,w
a,93,95,47.1,65.2,37.5,55.7,1.15,15.7,3,22,11,38,5,17,83,1.12,1.13,l
h,88,46,54.5,66.7,50.0,67.3,1.35,15.2,0,15,9,33,9,23,66,1.33,0.70,w
h,83,65,55.6,73.7,50.0,63.9,1.32,17.2,3,21,10,35,6,17,64,1.30,0.98,w
h,78,82,43.4,69.7,36.0,51.9,1.14,22.3,4,25,13,36,5,14,72,1.09,1.08,l
h,73,82,42.9,70.0,40.7,52.7,1.11,18.3,2,20,12,27,6,15,66,1.12,1.24,l
a,73,79,58.1,64.3,58.3,74.4,1.47,28.0,1,21,6,24,0,13,61,1.20,1.29,l
a,72,90,45.5,92.3,45.5,54.5,1.18,22.3,4,30,9,15,5,10,67,1.07,1.30,l
h,70,63,44.9,69.2,38.1,53.1,1.14,19.0,0,18,6,32,5,15,68,1.02,0.91,w
h,69,64,38.3,65.7,43.5,48.9,1.08,19.5,4,12,6,30,8,14,72,0.96,0.96,w
a,69,71,42.2,80.0,27.3,45.6,1.12,34.0,4,20,13,37,9,10,74,0.94,0.91,l
h,67,71,40.7,76.2,24.1,47.2,1.05,19.5,6,28,6,27,2,14,72,0.93,0.94,l
h,65,79,53.5,64.3,50.0,65.1,1.31,25.5,2,18,3,26,3,12,63,1.04,1.25,l
a,63,75,47.9,80.0,30.0,57.3,1.19,23.0,3,17,6,21,5,11,61,1.04,1.20,l
a,62,65,40.4,77.8,47.4,48.2,1.01,16.4,2,21,5,31,4,11,67,0.92,0.95,l
h,61,72,39.3,78.6,19.4,44.6,0.97,19.5,1,21,5,24,7,8,72,0.85,1.08,l
a,60,59,33.9,57.9,25.0,39.5,0.84,20.8,4,23,14,46,4,11,72,0.83,0.83,w
a,60,83,43.1,64.3,33.3,50.0,1.04,22.2,2,14,12,28,1,12,59,1.02,1.43,l
h,60,67,40.4,61.9,26.3,45.2,0.97,25.4,3,16,12,32,9,14,67,0.90,1.02,l
a,59,70,36.5,85.7,24.1,42.1,0.89,14.4,2,15,7,31,6,16,69,0.85,1.05,l
a,57,70,41.3,71.4,28.6,45.7,1.02,28.4,2,20,8,29,8,11,67,0.85,1.02,l
a,54,61,30.4,66.7,28.6,35.7,0.82,17.9,2,23,11,35,6,11,67,0.81,0.93,l
a,53,58,34.5,63.6,30.8,41.8,0.88,19.6,2,19,11,23,3,10,61,0.87,1.08,l
h,52,63,42.6,72.7,23.5,46.8,1.00,25.3,1,12,8,26,5,9,59,0.88,1.08,l
h,52,72,29.8,66.7,26.1,35.1,0.79,14.4,1,14,6,24,4,11,70,0.75,1.06,l
h,51,48,31.8,87.5,11.1,34.1,0.92,20.8,3,13,6,26,2,9,62,0.82,0.75,w
h,48,53,31.2,72.2,21.7,36.5,0.85,25.2,1,23,12,26,3,8,60,0.81,0.93,l
a,47,59,37.5,41.7,31.6,43.8,0.88,16.8,2,13,4,28,9,12,60,0.79,0.91,l
a,46,58,32.7,38.5,30.4,39.4,0.79,22.9,2,22,11,30,5,6,61,0.75,0.89,l
h,93,54,61.1,81.5,31.2,65.7,1.39,12.9,7,20,6,32,9,22,70,1.33,0.79,w
h,83,49,52.0,78.8,55.6,57.0,1.26,17.0,6,17,7,34,12,21,71,1.17,0.71,w
h,80,73,42.6,77.8,33.3,48.1,1.13,14.3,3,15,11,40,3,11,70,1.14,1.03,w
h,80,59,51.9,68.2,55.0,62.5,1.28,19.5,3,18,13,42,4,24,61,1.30,0.93,w
h,77,68,49.1,93.8,37.5,54.4,1.19,15.7,4,15,11,33,6,20,64,1.21,1.04,w
h,77,54,58.8,57.9,35.3,64.7,1.28,14.7,4,12,8,30,10,21,61,1.26,0.89,w
a,75,69,53.7,54.2,50.0,57.4,1.15,8.0,2,16,8,30,7,18,62,1.20,1.07,w
h,75,56,59.2,59.1,50.0,63.3,1.26,21.7,4,12,9,31,10,20,64,1.16,0.85,w
h,73,55,48.1,78.3,37.5,50.9,1.12,16.4,6,17,14,35,9,14,61,1.20,0.88,w
h,73,59,51.9,69.2,16.7,52.9,1.13,15.8,6,12,11,36,9,17,63,1.15,0.97,w
a,73,81,45.5,76.0,28.6,49.1,1.09,17.0,3,20,13,31,7,13,65,1.13,1.31,l
h,72,78,45.8,70.3,22.2,47.9,1.10,25.8,1,24,11,31,6,16,74,0.98,1.06,l
h,72,59,51.9,81.8,50.0,58.3,1.22,20.5,3,17,5,29,13,18,68,1.06,0.84,w
h,70,61,38.3,72.4,33.3,40.8,0.95,24.7,13,16,16,43,9,14,77,0.91,0.00,w
a,70,61,57.1,61.5,42.9,63.3,1.27,22.0,6,18,9,31,4,19,59,1.18,0.92,w
a,68,74,56.9,50.0,35.7,61.8,1.22,28.9,4,23,9,37,1,16,66,1.03,1.07,l
a,68,57,48.1,68.4,30.0,50.9,1.08,19.0,5,18,12,38,4,13,63,1.08,0.87,w
h,67,62,43.4,82.6,20.0,45.3,1.05,23.6,6,17,12,39,7,13,68,0.99,0.91,w
h,67,58,48.8,60.6,45.5,54.7,1.14,17.8,9,15,8,29,10,14,62,1.09,0.89,w
h,67,46,53.7,69.0,60.0,57.3,1.22,28.3,8,17,4,41,7,14,71,0.95,0.64,w
a,66,52,43.1,76.0,27.3,46.1,1.05,13.4,5,21,11,35,4,18,60,1.10,0.88,w
h,66,53,56.1,73.9,37.5,59.8,1.27,25.5,3,11,8,34,2,13,59,1.12,0.92,w
a,66,57,46.9,54.2,50.0,54.1,1.09,12.0,5,12,9,28,10,18,58,1.13,0.98,w
a,63,52,45.1,66.7,33.3,48.0,1.03,19.7,1,15,12,36,7,16,61,1.03,0.85,w
h,63,51,45.1,75.0,33.3,50.0,1.08,17.1,4,12,10,31,8,12,59,1.08,0.82,w
a,62,51,46.0,63.2,28.6,50.0,1.05,27.3,0,16,11,42,4,9,66,0.94,0.77,w
a,60,55,47.8,87.5,20.0,50.0,1.12,25.2,1,15,6,30,6,13,64,0.94,0.88,w
a,56,72,31.1,75.0,37.5,36.1,0.82,19.8,4,21,16,36,4,10,66,0.85,1.07,l
h,54,62,36.5,65.0,21.4,39.4,0.88,15.4,4,16,12,23,9,12,59,0.92,1.08,l
a,50,56,42.9,55.6,27.3,45.9,0.94,26.9,1,16,7,21,8,13,63,0.79,1.00,l
h,91,56,54.7,73.3,47.6,62.5,1.28,17.1,2,16,8,40,10,24,76,1.20,0.00,w
h,80,78,50.0,76.9,40.0,60.0,1.28,19.4,1,28,4,29,7,18,72,1.11,1.03,w
h,78,68,45.3,70.6,36.4,51.6,1.08,17.9,0,14,8,38,6,20,78,1.00,0.86,w
h,78,75,41.7,66.7,42.1,48.3,1.05,11.7,0,16,6,33,6,18,77,1.01,0.96,w
h,77,79,55.6,45.0,53.3,63.0,1.21,10.2,1,14,2,24,6,15,69,1.12,1.17,l
h,74,62,47.6,73.7,0.0,47.6,1.03,22.4,5,16,13,49,8,11,76,0.97,0.00,w
h,73,67,39.6,75.0,33.3,43.4,1.04,13.3,3,16,5,32,4,10,75,0.97,0.93,w
h,71,73,39.7,54.8,29.6,46.6,0.98,11.0,4,20,8,32,4,12,73,0.98,1.00,l
a,67,77,44.6,69.2,42.1,51.8,1.08,26.5,2,25,4,28,6,10,79,0.85,0.98,l
a,66,71,37.1,64.7,60.0,44.4,0.94,12.3,6,18,6,25,9,10,73,0.90,0.97,l
a,64,84,39.2,93.8,37.5,48.0,1.09,23.3,3,17,6,33,5,8,69,0.93,1.22,l
a,64,67,38.7,70.0,33.3,46.0,0.96,16.0,3,25,9,35,5,20,69,0.93,0.96,l
h,63,59,44.1,75.0,34.8,50.8,1.03,16.7,0,11,11,29,8,12,60,1.05,0.97,w
h,62,64,43.8,60.0,53.3,52.1,1.08,16.3,3,16,6,32,3,14,62,1.01,1.05,l
a,61,75,41.1,87.5,33.3,48.2,1.02,15.4,4,11,5,23,7,12,65,0.94,1.16,l
h,60,57,30.4,69.0,28.6,35.7,0.86,16.0,2,15,12,37,4,10,69,0.87,0.85,w
a,58,77,35.0,60.0,21.1,38.3,0.83,20.6,4,19,8,40,0,10,78,0.75,0.98,l
h,58,68,41.1,33.3,43.5,50.0,0.99,16.7,4,21,4,31,3,15,66,0.88,1.02,l
h,57,66,32.1,85.0,35.3,37.7,0.91,18.4,5,24,5,28,1,10,71,0.81,0.97,l
a,54,76,46.7,75.0,40.0,53.3,1.11,31.9,3,19,4,23,8,11,66,0.82,1.14,l
a,54,68,34.9,85.0,38.9,43.0,1.03,15.4,3,17,3,18,5,7,59,0.92,1.14,l
a,51,78,30.5,61.1,21.1,33.9,0.75,17.7,0,13,7,26,6,9,74,0.69,1.09,l
n,50,87,36.0,100.0,27.8,41.0,0.92,27.2,3,12,6,19,4,5,66,0.75,1.34,l
a,49,73,35.4,55.0,26.7,39.6,0.85,16.8,0,18,3,26,3,8,66,0.75,1.10,l
a,49,83,26.8,100.0,33.3,33.0,0.79,21.2,1,15,6,25,10,8,71,0.69,1.18,l
a,48,61,37.0,66.7,33.3,42.6,0.87,14.4,1,15,2,26,2,12,62,0.77,1.04,l
h,46,59,40.0,85.7,23.5,44.4,0.95,11.9,2,15,4,28,1,7,50,0.91,1.15,l
a,44,75,31.0,44.4,22.2,34.5,0.71,20.5,2,17,8,28,7,9,68,0.64,1.06,l
a,93,96,52.2,76.5,43.5,59.7,1.24,10.7,1,17,8,25,3,11,75,1.24,1.29,l
h,85,71,45.3,69.0,25.0,50.8,1.09,16.3,2,15,11,44,8,12,80,1.07,0.00,w
h,85,73,59.2,73.1,50.0,67.3,1.39,22.6,2,14,10,25,6,12,66,1.28,1.10,w
h,80,63,49.1,66.7,40.0,54.7,1.16,21.7,6,18,11,29,8,13,74,1.09,0.00,w
h,80,84,62.0,56.0,28.6,66.0,1.29,21.4,4,25,3,32,7,11,75,1.07,1.12,l
h,75,71,40.7,79.2,52.2,51.9,1.15,19.3,3,13,11,37,8,13,67,1.11,0.97,w
h,72,51,47.4,59.1,31.2,51.8,1.07,13.5,2,7,10,38,7,18,66,1.08,0.79,w
a,72,77,46.0,92.9,48.1,59.0,1.27,21.8,2,21,10,21,5,11,60,1.21,1.30,l
h,71,66,53.2,61.9,50.0,61.7,1.25,19.7,5,14,4,28,8,12,66,1.08,0.95,w
a,70,73,46.3,53.6,27.8,50.9,1.04,23.2,1,20,11,34,10,7,73,0.96,1.08,l
a,70,72,49.0,73.7,40.0,57.1,1.21,29.7,1,14,13,34,3,11,64,1.09,1.16,l
a,69,64,49.0,76.2,35.7,54.1,1.17,30.0,1,14,10,34,8,10,70,0.99,0.88,w
h,67,71,38.3,57.9,45.5,46.7,0.97,15.7,2,16,10,36,8,10,70,0.96,1.03,l
a,65,64,40.7,66.7,29.4,45.4,0.99,24.1,1,17,12,33,8,6,70,0.92,0.92,w
a,65,73,41.1,47.6,33.3,49.1,0.99,16.4,0,19,10,35,3,6,67,0.97,1.13,l
a,65,62,42.6,60.0,30.4,49.1,1.02,24.8,2,18,15,36,8,8,65,1.01,0.94,w
h,64,74,32.1,76.7,24.1,38.7,0.95,23.1,3,16,14,26,10,8,69,0.92,1.07,l
h,64,69,40.3,53.3,25.0,45.2,0.93,19.1,1,20,14,38,11,8,68,0.94,0.99,l
a,64,91,44.4,59.1,18.8,47.2,0.99,24.2,0,13,5,23,6,9,78,0.82,1.26,l
h,64,75,48.9,70.0,25.0,53.2,1.13,22.0,0,11,7,22,5,8,64,1.01,1.17,l
a,62,65,40.0,65.0,29.4,44.5,0.96,13.5,0,19,7,29,5,11,67,0.93,0.99,l
a,61,67,47.1,50.0,28.6,51.0,1.02,24.8,1,13,11,28,5,6,65,0.95,1.03,l
a,60,82,36.5,69.6,33.3,42.3,0.95,22.2,5,19,7,29,2,6,72,0.83,1.12,l
h,58,63,36.7,70.8,23.8,41.8,0.96,17.4,3,15,8,28,8,6,63,0.92,1.01,l
h,55,64,31.3,72.7,19.2,35.1,0.76,14.7,4,14,14,38,5,5,68,0.81,0.91,l
h,55,58,35.7,50.0,36.8,42.0,0.86,18.6,4,12,11,40,3,10,65,0.85,0.90,l
a,55,54,31.9,80.0,27.8,37.2,0.93,22.1,2,15,6,28,7,6,68,0.81,0.79,w
a,54,63,37.9,66.7,50.0,44.8,0.91,21.7,3,11,9,30,5,11,64,0.84,1.05,l
h,46,57,27.1,68.2,20.8,32.3,0.79,16.8,0,16,4,23,13,6,65,0.70,0.89,l
h,79,67,54.3,67.9,50.0,65.2,1.33,11.6,0,19,6,23,8,12,60,1.31,1.08,w
a,77,65,54.3,78.1,18.2,56.5,1.26,12.9,1,17,7,28,8,13,62,1.24,1.05,w
a,70,59,61.4,31.2,45.8,73.9,1.36,5.9,5,15,4,26,2,18,51,1.38,1.04,w
h,69,58,50.0,63.3,44.4,54.3,1.15,10.3,5,19,8,23,6,12,58,1.19,0.96,w
h,69,60,41.1,60.7,33.3,46.4,1.00,20.5,4,15,15,38,12,10,68,1.01,0.91,w
a,69,55,52.9,60.0,60.0,58.8,1.19,24.1,4,15,11,29,10,14,62,1.11,0.83,w
h,68,60,51.0,68.8,38.9,58.2,1.20,16.8,5,18,7,31,3,11,60,1.14,1.02,w
a,68,50,43.5,72.7,52.2,56.5,1.20,25.6,2,18,10,33,5,16,62,1.09,0.80,w
n,68,59,42.9,76.9,57.1,54.3,1.27,22.9,2,21,3,29,8,11,66,1.04,0.87,w
a,67,69,41.7,68.4,25.0,45.0,0.97,18.5,3,19,16,36,4,12,65,1.03,1.10,l
h,66,58,41.0,66.7,40.0,51.3,1.15,23.6,5,20,9,30,8,12,64,1.04,0.92,w
a,66,60,36.2,62.1,33.3,41.4,0.92,11.5,3,21,10,35,8,9,70,0.95,0.83,w
h,65,57,38.9,84.6,7.7,39.8,0.98,14.7,4,18,14,29,7,9,61,1.06,0.96,w
h,65,72,42.3,69.2,21.4,45.2,1.01,21.3,4,24,9,28,8,13,70,0.92,1.03,l
n,63,33,46.2,78.6,33.3,50.0,1.07,14.1,2,12,10,35,5,11,57,1.11,0.59,w
a,63,68,41.1,62.5,12.5,42.9,0.93,17.8,1,29,12,29,7,10,67,0.94,1.03,l
a,62,61,36.0,78.3,32.0,44.0,1.02,24.3,6,21,5,36,5,10,74,0.84,0.84,w
a,61,68,34.5,66.7,17.6,37.1,0.86,13.7,4,24,8,35,8,9,73,0.84,0.89,l
h,60,46,40.5,67.9,41.2,48.8,1.08,17.4,4,14,3,28,3,8,63,0.95,0.74,w
a,59,52,28.8,75.0,42.1,36.5,0.90,19.0,0,19,10,36,12,7,68,0.86,0.75,w
h,59,61,42.0,63.2,33.3,47.0,1.00,16.9,5,19,10,29,3,12,59,1.00,0.98,l
h,58,63,39.5,60.7,53.8,47.7,1.03,26.0,4,17,8,23,7,9,65,0.89,0.99,l
a,58,70,36.1,66.7,23.1,41.0,0.87,20.4,1,27,16,30,8,6,64,0.91,1.14,l
n,58,60,45.0,62.5,54.5,60.0,1.22,23.9,1,22,3,20,4,14,59,0.99,1.02,l
h,57,60,48.9,40.0,53.8,56.7,1.09,22.4,3,12,7,27,4,15,58,0.98,1.04,l
h,55,63,41.7,25.0,23.1,44.2,0.86,14.1,3,25,9,29,2,3,64,0.86,1.00,l
a,55,68,32.8,91.7,25.0,37.9,0.86,22.2,2,16,11,29,9,11,68,0.81,1.02,l
a,55,69,36.0,57.1,33.3,43.0,0.92,13.3,1,19,8,24,3,11,60,0.92,1.20,l
a,52,67,36.5,63.2,16.7,38.5,0.85,16.7,2,17,11,31,5,5,60,0.87,1.13,l
a,50,51,41.5,61.9,15.8,45.1,0.98,22.8,6,16,7,31,7,8,57,0.88,0.84,l
a,50,59,31.9,70.8,27.3,35.1,0.86,23.7,4,23,10,32,8,5,63,0.79,0.86,l
h,49,58,32.7,61.1,13.3,34.5,0.77,20.5,3,22,13,31,8,6,64,0.77,0.92,l
n,48,65,40.4,43.8,25.0,43.6,0.88,30.4,1,22,11,30,6,7,63,0.77,1.03,l
a,43,57,29.6,57.1,53.8,36.1,0.75,14.7,1,19,11,27,2,5,54,0.79,1.11,l
a,95,104,46.3,82.1,50.0,53.7,1.18,10.3,1,28,11,27,2,14,77,1.23,1.35,l
h,82,74,44.2,81.6,35.7,49.0,1.17,15.8,3,27,6,33,6,8,76,1.08,1.00,w
a,74,73,45.3,52.6,35.3,50.0,1.01,15.9,1,12,15,38,5,7,69,1.07,1.10,w
h,74,79,46.9,76.9,34.8,55.1,1.21,19.9,1,25,5,26,5,14,70,1.05,1.13,l
h,74,69,36.7,75.0,41.4,46.7,1.04,9.2,1,20,12,30,5,16,65,1.13,1.13,w
h,72,60,45.1,77.3,34.6,53.9,1.17,19.6,4,21,8,28,8,14,66,1.08,0.85,w
a,69,64,38.3,66.7,42.3,47.5,1.01,21.6,1,20,14,33,5,17,70,0.99,0.94,w
a,68,81,44.7,76.9,28.6,51.1,1.15,31.5,1,18,5,29,7,11,79,0.86,1.02,l
a,67,56,44.2,66.7,45.0,54.7,1.17,21.8,3,26,7,30,5,8,64,1.04,0.83,w
h,67,64,45.3,76.9,39.1,53.8,1.13,18.4,1,23,6,29,6,14,65,1.03,0.98,w
h,66,43,49.0,71.4,36.4,57.1,1.19,14.4,4,10,8,31,6,15,56,1.19,0.70,w
a,66,81,39.1,80.0,38.1,45.3,0.96,19.2,3,20,10,30,4,8,73,0.91,1.13,l
h,65,62,45.1,55.0,42.1,52.9,1.07,19.8,1,19,8,37,5,15,66,0.99,0.93,w
a,65,63,41.4,61.1,31.6,46.6,0.98,26.3,3,18,16,39,3,11,69,0.95,0.87,w
a,65,75,40.4,79.2,20.0,44.2,1.03,23.7,2,14,12,36,3,10,67,0.96,1.11,l
